Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","2,261,346","2,261,346","2,261,346","2,150,306","2,315,866","2,380,669","1,818,871","1,362,713","1,441,476","1,381,816","1,160,058","642,650","14.99%"
"YoY %","0.00%","0.00%","5.16%","-7.15%","-2.72%","30.89%","33.47%","-5.46%","4.32%","19.12%","80.51%","-",""
"Horiz. %","351.88%","351.88%","351.88%","334.60%","360.36%","370.45%","283.03%","212.05%","224.30%","215.02%","180.51%","100.00%",""
"PBT","209,463","209,463","209,463","112,020","52,208","36,372","-18,481","7,871","153,236","150,079","111,449","20,426","29.50%"
"YoY %","0.00%","0.00%","86.99%","114.56%","43.54%","296.81%","-334.80%","-94.86%","2.10%","34.66%","445.62%","-",""
"Horiz. %","1,025.47%","1,025.47%","1,025.47%","548.42%","255.60%","178.07%","-90.48%","38.53%","750.20%","734.74%","545.62%","100.00%",""
"Tax","-20,209","-20,209","-20,209","-22,862","-9,447","-13,996","1,189","-3,544","-33,510","-22,584","-10,066","-5,577","15.37%"
"YoY %","0.00%","0.00%","11.60%","-142.00%","32.50%","-1,277.12%","133.55%","89.42%","-48.38%","-124.36%","-80.49%","-",""
"Horiz. %","362.36%","362.36%","362.36%","409.93%","169.39%","250.96%","-21.32%","63.55%","600.86%","404.95%","180.49%","100.00%",""
"NP","189,254","189,254","189,254","89,158","42,761","22,376","-17,292","4,327","119,726","127,495","101,383","14,849","32.66%"
"YoY %","0.00%","0.00%","112.27%","108.50%","91.10%","229.40%","-499.63%","-96.39%","-6.09%","25.76%","582.76%","-",""
"Horiz. %","1,274.52%","1,274.52%","1,274.52%","600.43%","287.97%","150.69%","-116.45%","29.14%","806.29%","858.61%","682.76%","100.00%",""
"NP to SH","189,254","189,254","189,254","89,158","42,575","22,757","-17,558","3,415","118,841","125,895","101,148","14,187","33.33%"
"YoY %","0.00%","0.00%","112.27%","109.41%","87.09%","229.61%","-614.14%","-97.13%","-5.60%","24.47%","612.96%","-",""
"Horiz. %","1,334.00%","1,334.00%","1,334.00%","628.45%","300.10%","160.41%","-123.76%","24.07%","837.68%","887.40%","712.96%","100.00%",""
"Tax Rate","9.65    %","9.65    %","9.65    %","20.41    %","18.09    %","38.48    %","-     %","45.03    %","21.87    %","15.05    %","9.03    %","27.30    %","-10.91%"
"YoY %","0.00%","0.00%","-52.72%","12.82%","-52.99%","0.00%","0.00%","105.90%","45.32%","66.67%","-66.92%","-",""
"Horiz. %","35.35%","35.35%","35.35%","74.76%","66.26%","140.95%","0.00%","164.95%","80.11%","55.13%","33.08%","100.00%",""
"Total Cost","2,072,092","2,072,092","2,072,092","2,061,148","2,273,105","2,358,293","1,836,163","1,358,386","1,321,750","1,254,321","1,058,675","627,801","14.18%"
"YoY %","0.00%","0.00%","0.53%","-9.32%","-3.61%","28.44%","35.17%","2.77%","5.38%","18.48%","68.63%","-",""
"Horiz. %","330.06%","330.06%","330.06%","328.31%","362.07%","375.64%","292.48%","216.37%","210.54%","199.80%","168.63%","100.00%",""
"Net Worth","666,856","666,856","666,856","476,579","424,391","376,154","320,793","329,527","347,282","265,429","179,580","105,214","22.76%"
"YoY %","0.00%","0.00%","39.93%","12.30%","12.82%","17.26%","-2.65%","-5.11%","30.84%","47.81%","70.68%","-",""
"Horiz. %","633.81%","633.81%","633.81%","452.96%","403.36%","357.51%","304.90%","313.20%","330.07%","252.28%","170.68%","100.00%",""
"Div","19,114","19,113","19,114","11,947","7,168","-","-","14,321","59,539","44,519","23,713","6,601","12.53%"
"YoY %","0.00%","-0.00%","59.98%","66.67%","0.00%","0.00%","0.00%","-75.95%","33.74%","87.74%","259.22%","-",""
"Horiz. %","289.55%","289.54%","289.55%","180.99%","108.59%","0.00%","0.00%","216.94%","901.92%","674.39%","359.22%","100.00%",""
"Div Payout %","10.10    %","10.10    %","10.10    %","13.40    %","16.84    %","-     %","-     %","419.36    %","50.10    %","35.36    %","23.44    %","46.53    %","-15.60%"
"YoY %","0.00%","0.00%","-24.63%","-20.43%","0.00%","0.00%","0.00%","737.05%","41.69%","50.85%","-49.62%","-",""
