Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","119,340","108,332","109,053","103,812","83,158","61,920","53,601","39,704","49,624","41,549","41,189","46,776","9.86%"
"YoY %","10.16%","-0.66%","5.05%","24.84%","34.30%","15.52%","35.00%","-19.99%","19.43%","0.87%","-11.94%","-",""
"Horiz. %","255.13%","231.60%","233.14%","221.93%","177.78%","132.38%","114.59%","84.88%","106.09%","88.83%","88.06%","100.00%",""
"PBT","-37,820","-41,645","-34,373","-26,104","-30,766","-14,200","-6,414","-6,220","-1,170","-11,526","-3,578","7,586","-"
"YoY %","9.18%","-21.16%","-31.68%","15.15%","-116.66%","-121.39%","-3.12%","-431.62%","89.85%","-222.14%","-147.17%","-",""
"Horiz. %","-498.55%","-548.97%","-453.11%","-344.11%","-405.56%","-187.19%","-84.55%","-81.99%","-15.42%","-151.94%","-47.17%","100.00%",""
"Tax","-6,016","-3,413","-3,024","-3,722","2,822","2,041","1,100","1,449","-1,076","-626","-739","1,929","-"
"YoY %","-76.27%","-12.86%","18.75%","-231.89%","38.27%","85.55%","-24.09%","234.67%","-71.88%","15.29%","-138.31%","-",""
"Horiz. %","-311.87%","-176.93%","-156.77%","-192.95%","146.29%","105.81%","57.02%","75.12%","-55.78%","-32.45%","-38.31%","100.00%",""
"NP","-43,836","-45,058","-37,397","-29,826","-27,944","-12,159","-5,314","-4,771","-2,246","-12,152","-4,317","9,515","-"
"YoY %","2.71%","-20.49%","-25.38%","-6.73%","-129.82%","-128.81%","-11.38%","-112.42%","81.52%","-181.49%","-145.37%","-",""
"Horiz. %","-460.70%","-473.55%","-393.03%","-313.46%","-293.68%","-127.79%","-55.85%","-50.14%","-23.60%","-127.71%","-45.37%","100.00%",""
"NP to SH","-43,836","-45,058","-37,397","-29,826","-27,944","-12,159","-5,314","-4,771","-2,246","-12,152","-4,322","9,791","-"
"YoY %","2.71%","-20.49%","-25.38%","-6.73%","-129.82%","-128.81%","-11.38%","-112.42%","81.52%","-181.17%","-144.14%","-",""
