Column1,AQR,T4Q,30/11/18,30/11/17,30/11/16,30/11/15,30/11/14,30/11/13,30/11/12,30/11/11,30/11/10,30/11/09,CAGR
"Revenue","50,926","50,926","50,926","33,427","47,417","56,656","31,986","40,449","55,566","61,414","59,796","55,526","-0.96%"
"YoY %","0.00%","0.00%","52.35%","-29.50%","-16.31%","77.13%","-20.92%","-27.21%","-9.52%","2.71%","7.69%","-",""
"Horiz. %","91.72%","91.72%","91.72%","60.20%","85.40%","102.04%","57.61%","72.85%","100.07%","110.60%","107.69%","100.00%",""
"PBT","1,731","1,731","1,731","-3,293","1,052","1,160","1,184","1,894","5,651","4,289","3,803","3,045","-6.08%"
"YoY %","0.00%","0.00%","152.57%","-413.02%","-9.31%","-2.03%","-37.49%","-66.48%","31.76%","12.78%","24.89%","-",""
"Horiz. %","56.85%","56.85%","56.85%","-108.14%","34.55%","38.10%","38.88%","62.20%","185.58%","140.85%","124.89%","100.00%",""
"Tax","-695","-695","-695","48","-600","-350","-591","-604","-1,294","-607","-335","-272","10.98%"
"YoY %","0.00%","0.00%","-1,547.92%","108.00%","-71.43%","40.78%","2.15%","53.32%","-113.18%","-81.19%","-23.16%","-",""
"Horiz. %","255.51%","255.51%","255.51%","-17.65%","220.59%","128.68%","217.28%","222.06%","475.74%","223.16%","123.16%","100.00%",""
"NP","1,036","1,036","1,036","-3,245","452","810","593","1,290","4,357","3,682","3,468","2,773","-10.36%"
"YoY %","0.00%","0.00%","131.93%","-817.92%","-44.20%","36.59%","-54.03%","-70.39%","18.33%","6.17%","25.06%","-",""
"Horiz. %","37.36%","37.36%","37.36%","-117.02%","16.30%","29.21%","21.38%","46.52%","157.12%","132.78%","125.06%","100.00%",""
"NP to SH","1,071","1,071","1,071","-3,182","256","818","601","1,102","4,122","3,632","3,855","2,718","-9.82%"
"YoY %","0.00%","0.00%","133.66%","-1,342.97%","-68.70%","36.11%","-45.46%","-73.27%","13.49%","-5.78%","41.83%","-",""
"Horiz. %","39.40%","39.40%","39.40%","-117.07%","9.42%","30.10%","22.11%","40.54%","151.66%","133.63%","141.83%","100.00%",""
"Tax Rate","40.15    %","40.15    %","40.15    %","-     %","57.03    %","30.17    %","49.92    %","31.89    %","22.90    %","14.15    %","8.81    %","8.93    %","18.17%"
"YoY %","0.00%","0.00%","0.00%","0.00%","89.03%","-39.56%","56.54%","39.26%","61.84%","60.61%","-1.34%","-",""
"Horiz. %","449.61%","449.61%","449.61%","0.00%","638.63%","337.85%","559.01%","357.11%","256.44%","158.45%","98.66%","100.00%",""
"Total Cost","49,890","49,890","49,890","36,672","46,965","55,846","31,393","39,159","51,209","57,732","56,328","52,753","-0.62%"
"YoY %","0.00%","0.00%","36.04%","-21.92%","-15.90%","77.89%","-19.83%","-23.53%","-11.30%","2.49%","6.78%","-",""
"Horiz. %","94.57%","94.57%","94.57%","69.52%","89.03%","105.86%","59.51%","74.23%","97.07%","109.44%","106.78%","100.00%",""
"Net Worth","41,343","41,343","41,343","40,624","44,043","43,900","43,058","44,433","45,191","41,138","37,366","33,499","2.36%"
"YoY %","0.00%","0.00%","1.77%","-7.76%","0.33%","1.96%","-3.09%","-1.68%","9.85%","10.09%","11.54%","-",""
"Horiz. %","123.41%","123.41%","123.41%","121.27%","131.47%","131.05%","128.53%","132.64%","134.90%","122.80%","111.54%","100.00%",""
"Div","-","0","-","-","-","-","-","-","-","-","-","-","-"
