Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"17/09/2019","1.79","1.45","-0.34 (18.99%)","SELL","AmInvest"
"03/09/2019","1.80","2.08","+0.28 (15.56%)","BUY","MIDF"
"30/08/2019","1.78","1.89","+0.11 (6.18%)","HOLD","PUBLIC BANK"
"29/08/2019","1.75","1.89","+0.14 (8.00%)","HOLD","PUBLIC BANK"
"29/08/2019","1.75","2.08","+0.33 (18.86%)","BUY","MIDF"
"29/08/2019","1.75","1.86","+0.11 (6.29%)","HOLD","HLG"
"29/08/2019","1.75","1.87","+0.12 (6.86%)","HOLD","AffinHwang"
"19/08/2019","1.87","2.33","+0.46 (24.60%)","HOLD","PUBLIC BANK"
"26/07/2019","2.88","2.33","-0.55 (19.10%)","HOLD","PUBLIC BANK"
"24/07/2019","2.89","2.33","-0.56 (19.38%)","HOLD","PUBLIC BANK"

