Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"26/07/2019","1.89","1.79","-0.10 (5.29%)","HOLD","MIDF"
"26/07/2019","1.89","1.80","-0.09 (4.76%)","HOLD","KENANGA"
"26/07/2019","1.89","1.78","-0.11 (5.82%)","HOLD","HLG"
"26/07/2019","1.89","1.93","+0.04 (2.12%)","HOLD","AmInvest"
"26/07/2019","1.89","1.87","-0.02 (1.06%)","HOLD","AffinHwang"
"26/04/2019","1.80","1.78","-0.02 (1.11%)","HOLD","MIDF"
"26/04/2019","1.80","1.70","-0.10 (5.56%)","HOLD","KENANGA"
"26/04/2019","1.81","1.67","-0.14 (7.73%)","HOLD","HLG"
"26/04/2019","1.81","1.68","-0.13 (7.18%)","HOLD","AmInvest"

