Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,CAGR
"Revenue","27,726","27,726","27,726","26,158","9,872","10,432","13,898","4,411","536","9,843","12,146","15,779","6.46%"
"YoY %","0.00%","0.00%","5.99%","164.97%","-5.37%","-24.94%","215.08%","722.95%","-94.55%","-18.96%","-23.02%","-",""
"Horiz. %","175.71%","175.71%","175.71%","165.78%","62.56%","66.11%","88.08%","27.95%","3.40%","62.38%","76.98%","100.00%",""
"PBT","-3,516","-3,516","-3,516","-4,377","668","1,744","3,629","-4,279","-8,955","-3,544","2,778","9,359","-"
"YoY %","0.00%","0.00%","19.67%","-755.24%","-61.70%","-51.94%","184.81%","52.22%","-152.68%","-227.57%","-70.32%","-",""
"Horiz. %","-37.57%","-37.57%","-37.57%","-46.77%","7.14%","18.63%","38.78%","-45.72%","-95.68%","-37.87%","29.68%","100.00%",""
"Tax","-322","-322","-322","-156","-79","-7","-6","-23","-48","-116","-142","-43","25.05%"
"YoY %","0.00%","0.00%","-106.41%","-97.47%","-1,028.57%","-16.67%","73.91%","52.08%","58.62%","18.31%","-230.23%","-",""
"Horiz. %","748.84%","748.84%","748.84%","362.79%","183.72%","16.28%","13.95%","53.49%","111.63%","269.77%","330.23%","100.00%",""
"NP","-3,838","-3,838","-3,838","-4,533","589","1,737","3,623","-4,302","-9,003","-3,660","2,636","9,316","-"
"YoY %","0.00%","0.00%","15.33%","-869.61%","-66.09%","-52.06%","184.22%","52.22%","-145.98%","-238.85%","-71.70%","-",""
"Horiz. %","-41.20%","-41.20%","-41.20%","-48.66%","6.32%","18.65%","38.89%","-46.18%","-96.64%","-39.29%","28.30%","100.00%",""
"NP to SH","-3,838","-3,838","-3,838","-4,533","589","1,737","3,623","-4,302","-9,003","-3,660","2,636","9,316","-"
"YoY %","0.00%","0.00%","15.33%","-869.61%","-66.09%","-52.06%","184.22%","52.22%","-145.98%","-238.85%","-71.70%","-",""
"Horiz. %","-41.20%","-41.20%","-41.20%","-48.66%","6.32%","18.65%","38.89%","-46.18%","-96.64%","-39.29%","28.30%","100.00%",""
"Tax Rate","-     %","-     %","-     %","-     %","11.83    %","0.40    %","0.17    %","-     %","-     %","-     %","5.11    %","0.46    %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","2,857.50%","135.29%","0.00%","0.00%","0.00%","0.00%","1,010.87%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","2,571.74%","86.96%","36.96%","0.00%","0.00%","0.00%","1,110.87%","100.00%",""
"Total Cost","31,564","31,564","31,564","30,691","9,283","8,695","10,275","8,713","9,539","13,503","9,510","6,463","19.26%"
"YoY %","0.00%","0.00%","2.84%","230.62%","6.76%","-15.38%","17.93%","-8.66%","-29.36%","41.99%","47.15%","-",""
"Horiz. %","488.38%","488.38%","488.38%","474.87%","143.63%","134.54%","158.98%","134.81%","147.59%","208.93%","147.15%","100.00%",""
"Net Worth","15,920","15,899","15,920","19,770","24,304","19,341","17,644","15,720","20,021","29,016","32,695","14,751","0.85%"
"YoY %","0.14%","-0.14%","-19.47%","-18.65%","25.66%","9.62%","12.24%","-21.48%","-31.00%","-11.25%","121.64%","-",""
"Horiz. %","107.93%","107.78%","107.93%","134.02%","164.76%","131.12%","119.61%","106.57%","135.72%","196.70%","221.64%","100.00%",""
"Div","-","0","-","-","-","-","-","-","-","-","-","-","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Net Worth","15,920","15,899","15,920","19,770","24,304","19,341","17,644","15,720","20,021","29,016","32,695","14,751","0.85%"
"YoY %","0.14%","-0.14%","-19.47%","-18.65%","25.66%","9.62%","12.24%","-21.48%","-31.00%","-11.25%","121.64%","-",""
"Horiz. %","107.93%","107.78%","107.93%","134.02%","164.76%","131.12%","119.61%","106.57%","135.72%","196.70%","221.64%","100.00%",""
"NOSH","103,450","103,307","103,450","103,510","103,510","93,891","94,103","94,135","94,128","94,087","94,142","76,991","3.33%"
"YoY %","0.14%","-0.14%","-0.06%","0.00%","10.24%","-0.23%","-0.03%","0.01%","0.04%","-0.06%","22.28%","-",""
"Horiz. %","134.37%","134.18%","134.37%","134.44%","134.44%","121.95%","122.23%","122.27%","122.26%","122.20%","122.28%","100.00%",""
"NP Margin","-13.84    %","-13.84    %","-13.84    %","-17.33    %","5.97    %","16.65    %","26.07    %","-97.53    %","-1,679.66    %","-37.18    %","21.70    %","59.04    %","-"
"YoY %","0.00%","0.00%","20.14%","-390.28%","-64.14%","-36.13%","126.73%","94.19%","-4,417.64%","-271.34%","-63.25%","-",""
"Horiz. %","-23.44%","-23.44%","-23.44%","-29.35%","10.11%","28.20%","44.16%","-165.19%","-2,844.95%","-62.97%","36.75%","100.00%",""
"ROE","-24.11    %","-24.14    %","-24.11    %","-22.93    %","2.42    %","8.98    %","20.53    %","-27.37    %","-44.97    %","-12.61    %","8.06    %","63.15    %","-"
"YoY %","0.12%","-0.12%","-5.15%","-1,047.52%","-73.05%","-56.26%","175.01%","39.14%","-256.62%","-256.45%","-87.24%","-",""
"Horiz. %","-38.18%","-38.23%","-38.18%","-36.31%","3.83%","14.22%","32.51%","-43.34%","-71.21%","-19.97%","12.76%","100.00%",""
"RPS","26.80","26.84","26.80","25.27","9.54","11.11","14.77","4.69","0.57","10.46","12.90","20.49","3.03%"
"YoY %","-0.15%","0.15%","6.05%","164.88%","-14.13%","-24.78%","214.93%","722.81%","-94.55%","-18.91%","-37.04%","-",""
"Horiz. %","130.80%","130.99%","130.80%","123.33%","46.56%","54.22%","72.08%","22.89%","2.78%","51.05%","62.96%","100.00%",""
"EPS","-3.71","-3.72","-3.71","-4.38","0.57","1.85","3.85","-4.57","-9.57","-3.89","2.80","12.10","-"
"YoY %","0.27%","-0.27%","15.30%","-868.42%","-69.19%","-51.95%","184.25%","52.25%","-146.02%","-238.93%","-76.86%","-",""
"Horiz. %","-30.66%","-30.74%","-30.66%","-36.20%","4.71%","15.29%","31.82%","-37.77%","-79.09%","-32.15%","23.14%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.1539","0.1539","0.1539","0.1910","0.2348","0.2060","0.1875","0.1670","0.2127","0.3084","0.3473","0.1916","-2.40%"
"YoY %","0.00%","0.00%","-19.42%","-18.65%","13.98%","9.87%","12.28%","-21.49%","-31.03%","-11.20%","81.26%","-",""
"Horiz. %","80.32%","80.32%","80.32%","99.69%","122.55%","107.52%","97.86%","87.16%","111.01%","160.96%","181.26%","100.00%",""
"RPS","26.84","26.84","26.84","25.32","9.56","10.10","13.45","4.27","0.52","9.53","11.76","15.27","6.46%"
"YoY %","0.00%","0.00%","6.00%","164.85%","-5.35%","-24.91%","214.99%","721.15%","-94.54%","-18.96%","-22.99%","-",""
"Horiz. %","175.77%","175.77%","175.77%","165.82%","62.61%","66.14%","88.08%","27.96%","3.41%","62.41%","77.01%","100.00%",""
"EPS","-3.72","-3.72","-3.72","-4.39","0.57","1.68","3.51","-4.16","-8.71","-3.54","2.55","9.02","-"
"YoY %","0.00%","0.00%","15.26%","-870.18%","-66.07%","-52.14%","184.38%","52.24%","-146.05%","-238.82%","-71.73%","-",""
"Horiz. %","-41.24%","-41.24%","-41.24%","-48.67%","6.32%","18.63%","38.91%","-46.12%","-96.56%","-39.25%","28.27%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.1541","0.1539","0.1541","0.1914","0.2353","0.1872","0.1708","0.1522","0.1938","0.2809","0.3165","0.1428","0.85%"
"YoY %","0.13%","-0.13%","-19.49%","-18.66%","25.69%","9.60%","12.22%","-21.47%","-31.01%","-11.25%","121.64%","-",""
"Horiz. %","107.91%","107.77%","107.91%","134.03%","164.78%","131.09%","119.61%","106.58%","135.71%","196.71%","221.64%","100.00%",""
"Date","AQR","T4Q","28/06/19","29/06/18","30/06/17","30/06/16","30/06/15","30/06/14","28/06/13","29/06/12","30/06/11","-","-"
"Price","0.3050","0.3050","0.3050","0.2350","0.4600","0.5000","0.5650","0.4200","0.4800","0.5000","0.7250","0.0000","-"
"P/RPS","1.14","1.14","1.14","0.93","4.82","4.50","3.83","8.96","84.29","4.78","5.62","0.00","-"
"YoY %","0.00%","0.00%","22.58%","-80.71%","7.11%","17.49%","-57.25%","-89.37%","1,663.39%","-14.95%","0.00%","-",""
"Horiz. %","20.28%","20.28%","20.28%","16.55%","85.77%","80.07%","68.15%","159.43%","1,499.82%","85.05%","100.00%","-",""
"P/EPS","-8.22","-8.21","-8.22","-5.37","80.84","27.03","14.68","-9.19","-5.02","-12.85","25.89","0.00","-"
"YoY %","-0.12%","0.12%","-53.07%","-106.64%","199.08%","84.13%","259.74%","-83.07%","60.93%","-149.63%","0.00%","-",""
"Horiz. %","-31.75%","-31.71%","-31.75%","-20.74%","312.24%","104.40%","56.70%","-35.50%","-19.39%","-49.63%","100.00%","-",""
"EY","-12.16","-12.18","-12.16","-18.64","1.24","3.70","6.81","-10.88","-19.93","-7.78","3.86","0.00","-"
"YoY %","0.16%","-0.16%","34.76%","-1,603.23%","-66.49%","-45.67%","162.59%","45.41%","-156.17%","-301.55%","0.00%","-",""
"Horiz. %","-315.03%","-315.54%","-315.03%","-482.90%","32.12%","95.85%","176.42%","-281.87%","-516.32%","-201.55%","100.00%","-",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"P/NAPS","1.98","1.98","1.98","1.23","1.96","2.43","3.01","2.51","2.26","1.62","2.09","0.00","-"
"YoY %","0.00%","0.00%","60.98%","-37.24%","-19.34%","-19.27%","19.92%","11.06%","39.51%","-22.49%","0.00%","-",""
"Horiz. %","94.74%","94.74%","94.74%","58.85%","93.78%","116.27%","144.02%","120.10%","108.13%","77.51%","100.00%","-",""
"Date","AQR","T4Q","27/08/19","24/08/18","30/08/17","30/08/16","24/08/15","25/08/14","27/08/13","28/08/12","22/08/11","-","-"
"Price","0.2700","0.2700","0.2700","0.2800","0.4600","0.5100","0.6000","0.4850","0.4550","0.6400","0.7200","0.0000","-"
"P/RPS","1.01","1.01","1.01","1.11","4.82","4.59","4.06","10.35","79.90","6.12","5.58","0.00","-"
"YoY %","0.00%","0.00%","-9.01%","-76.97%","5.01%","13.05%","-60.77%","-87.05%","1,205.56%","9.68%","0.00%","-",""
"Horiz. %","18.10%","18.10%","18.10%","19.89%","86.38%","82.26%","72.76%","185.48%","1,431.90%","109.68%","100.00%","-",""
"P/EPS","-7.28","-7.27","-7.28","-6.39","80.84","27.57","15.58","-10.61","-4.76","-16.45","25.71","0.00","-"
"YoY %","-0.14%","0.14%","-13.93%","-107.90%","193.22%","76.96%","246.84%","-122.90%","71.06%","-163.98%","0.00%","-",""
"Horiz. %","-28.32%","-28.28%","-28.32%","-24.85%","314.43%","107.23%","60.60%","-41.27%","-18.51%","-63.98%","100.00%","-",""
"EY","-13.74","-13.76","-13.74","-15.64","1.24","3.63","6.42","-9.42","-21.02","-6.08","3.89","0.00","-"
"YoY %","0.15%","-0.15%","12.15%","-1,361.29%","-65.84%","-43.46%","168.15%","55.19%","-245.72%","-256.30%","0.00%","-",""
"Horiz. %","-353.21%","-353.73%","-353.21%","-402.06%","31.88%","93.32%","165.04%","-242.16%","-540.36%","-156.30%","100.00%","-",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"P/NAPS","1.75","1.75","1.75","1.47","1.96","2.48","3.20","2.90","2.14","2.08","2.07","0.00","-"
"YoY %","0.00%","0.00%","19.05%","-25.00%","-20.97%","-22.50%","10.34%","35.51%","2.88%","0.48%","0.00%","-",""
"Horiz. %","84.54%","84.54%","84.54%","71.01%","94.69%","119.81%","154.59%","140.10%","103.38%","100.48%","100.00%","-",""

