F.Y.,Ann. Date,Quarter,#,Revenue,PBT,NP,NP to SH,Div,Net Worth,Div Payout %,NP Margin,ROE,NOSH,RPS,Adj. RPS,EPS,Adj. EPS,DPS,Adj. DPS,NAPS,Adj. NAPS,QoQ,YoY,EOQ Date,EOQ Price,EOQ P/RPS,EOQ P/EPS,EOQ P/NAPS,EOQ EY,EOQ DY,ANN Date,ANN Price,ANN P/RPS,ANN P/EPS,ANN P/NAPS,ANN EY,ANN DY
"30-Apr-2018","02-Jul-2018","30-Apr-2018","4","207,417","19,126","16,395","16,395","11,567","167,339","70.55%","7.90%","9.80%","192,787","107.59","107.14","9.07","8.47","6.00","5.97","0.8680","0.86"," -24.31%"," -28.72%","30-Apr-2018","1.50","1.39","17.64","1.73","5.67%","4.00%","02-Jul-2018","1.37","1.27","16.11","1.58","6.21%","4.38%"
"30-Apr-2018","13-Mar-2018","31-Jan-2018","3","212,248","24,325","21,660","21,660","11,592","170,585","53.52%","10.21%","12.70%","193,211","109.85","109.63","12.25","11.19","6.00","5.99","0.8829","0.88"," -0.17%"," -9.33%","30-Jan-2018","2.29","2.08","20.43","2.59","4.90%","2.62%","13-Mar-2018","1.90","1.73","16.95","2.15","5.90%","3.16%"
"30-Apr-2018","07-Dec-2017","31-Oct-2017","2","211,540","25,598","21,696","21,696","11,519","167,968","53.09%","10.26%","12.92%","191,986","110.19","109.27","12.86","11.21","6.00","5.95","0.8749","0.87"," -3.00%"," -0.81%","31-Oct-2017","2.88","2.61","25.48","3.29","3.92%","2.08%","07-Dec-2017","2.72","2.47","24.07","3.11","4.15%","2.21%"
"30-Apr-2018","07-Sep-2017","31-Jul-2017","1","214,656","26,832","22,368","22,368","8,712","167,488","38.95%","10.42%","13.35%","145,200","147.83","110.88","15.40","11.55","6.00","4.50","1.1535","0.87"," -2.75%"," 1.45%","31-Jul-2017","3.13","2.12","20.32","2.71","4.92%","1.92%","07-Sep-2017","3.02","2.04","19.60","2.62","5.10%","1.99%"
"30-Apr-2017","21-Jun-2017","30-Apr-2017","4","178,785","26,604","23,001","23,001","11,343","160,930","49.32%","12.87%","14.29%","141,789","126.09","92.35","17.12","11.88","8.00","5.86","1.1350","0.83"," -3.72%"," 13.90%","28-Apr-2017","4.05","3.21","24.97","3.57","4.01%","1.98%","21-Jun-2017","4.09","3.24","25.21","3.60","3.97%","1.96%"
"30-Apr-2017","15-Mar-2017","31-Jan-2017","3","167,837","26,666","23,889","23,889","10,562","120,995","44.22%","14.23%","19.74%","132,033","127.12","86.69","18.09","12.34","8.00","5.46","0.9164","0.62"," 9.21%"," 7.08%","31-Jan-2017","3.40","2.67","18.79","3.71","5.32%","2.35%","","3.82","3.01","21.11","4.17","4.74%","2.09%"
"30-Apr-2017","08-Dec-2016","31-Oct-2016","2","159,782","25,914","21,874","21,874","10,560","116,621","48.28%","13.69%","18.76%","132,000","121.05","82.53","16.58","11.30","8.00","5.45","0.8835","0.60"," -0.79%"," 13.00%","31-Oct-2016","3.36","2.78","20.28","3.80","4.93%","2.38%","08-Dec-2016","3.33","2.75","20.10","3.77","4.98%","2.40%"
"30-Apr-2017","02-Sep-2016","31-Jul-2016","1","151,504","25,744","22,048","22,048","10,549","113,721","47.85%","14.55%","19.39%","131,866","114.89","78.26","16.72","11.39","8.00","5.45","0.8624","0.59"," 9.18%"," 12.81%","29-Jul-2016","3.50","3.05","20.93","4.06","4.78%","2.29%","02-Sep-2016","2.82","2.45","16.87","3.27","5.93%","2.84%"
"30-Apr-2016","23-Jun-2016","30-Apr-2016","4","133,505","25,757","20,194","20,194","14,995","105,043","74.26%","15.13%","19.22%","124,962","106.84","68.96","16.16","10.43","12.00","7.75","0.8406","0.54"," -9.48%"," 30.65%","29-Apr-2016","2.96","2.77","18.32","3.52","5.46%","4.05%","23-Jun-2016","3.61","3.38","22.34","4.29","4.48%","3.32%"
"30-Apr-2016","14-Mar-2016","31-Jan-2016","3","134,690","27,546","22,309","22,309","13,902","102,354","62.32%","16.56%","21.80%","122,668","109.80","69.57","18.19","11.52","11.33","7.18","0.8344","0.53"," 15.25%"," 60.42%","29-Jan-2016","3.05","2.78","16.77","3.66","5.96%","3.72%","14-Mar-2016","3.07","2.80","16.88","3.68","5.92%","3.69%"
