Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"03/09/2019","18.74","17.43","-1.31 (6.99%)","HOLD","MIDF"
"30/08/2019","18.82","15.60","-3.22 (17.11%)","SELL","KENANGA"
"30/08/2019","18.82","19.20","+0.38 (2.02%)","HOLD","AffinHwang"
"15/08/2019","18.50","16.00","-2.50 (13.51%)","SELL","KENANGA"
"30/05/2019","18.76","17.48","-1.28 (6.82%)","HOLD","MIDF"
"30/05/2019","18.76","16.00","-2.76 (14.71%)","SELL","KENANGA"
"30/05/2019","18.76","19.50","+0.74 (3.94%)","HOLD","AffinHwang"
"13/05/2019","18.46","16.00","-2.46 (13.33%)","SELL","KENANGA"
"18/04/2019","18.40","19.50","+1.10 (5.98%)","HOLD","AffinHwang"

