Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"13/09/2019","5.58","4.96","-0.62 (11.11%)","SELL","PUBLIC BANK"
"16/08/2019","5.40","4.90","-0.50 (9.26%)","SELL","KENANGA"
"05/08/2019","5.43","4.96","-0.47 (8.66%)","SELL","PUBLIC BANK"
"05/08/2019","5.43","4.68","-0.75 (13.81%)","SELL","MIDF"
"05/08/2019","5.43","4.90","-0.53 (9.76%)","SELL","KENANGA"
"05/08/2019","5.43","4.85","-0.58 (10.68%)","SELL","JF APEX"
"05/08/2019","5.43","5.20","-0.23 (4.24%)","HOLD","HLG"
"05/08/2019","5.43","5.00","-0.43 (7.92%)","HOLD","BIMB"
"05/08/2019","5.43","5.05","-0.38 (7.00%)","SELL","AffinHwang"
"02/08/2019","5.62","5.60","-0.02 (0.36%)","HOLD","AmInvest"

