Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"29/08/2019","1.19","1.10","-0.09 (7.56%)","SELL","KENANGA"
"29/08/2019","1.19","1.04","-0.15 (12.61%)","SELL","HLG"
"29/08/2019","1.19","0.73","-0.46 (38.66%)","SELL","AmInvest"
"05/07/2019","1.59","0.87","-0.72 (45.28%)","SELL","AmInvest"
"05/06/2019","1.41","1.34","-0.07 (4.96%)","HOLD","MAYBANK"
"29/05/2019","1.42","1.15","-0.27 (19.01%)","SELL","KENANGA"
"29/05/2019","1.42","1.12","-0.30 (21.13%)","SELL","HLG"
"29/05/2019","1.42","0.97","-0.45 (31.69%)","SELL","AmInvest"
"17/04/2019","1.77","1.41","-0.36 (20.34%)","SELL","HLG"

