Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","10,101,600","10,618,500","10,186,400","10,020,100","8,371,300","8,662,500","10,608,200","11,212,000","10,211,100","8,555,800","6,181,800","5,392,000","7.32%"
"YoY %","-4.87%","4.24%","1.66%","19.70%","-3.36%","-18.34%","-5.39%","9.80%","19.35%","38.40%","14.65%","-",""
"Horiz. %","187.34%","196.93%","188.92%","185.83%","155.25%","160.65%","196.74%","207.94%","189.38%","158.68%","114.65%","100.00%",""
"PBT","340,800","-308,200","-387,900","1,117,000","740,400","269,200","685,700","707,700","619,200","831,000","726,200","501,600","-"
"YoY %","210.58%","20.55%","-134.73%","50.86%","175.04%","-60.74%","-3.11%","14.29%","-25.49%","14.43%","44.78%","-",""
"Horiz. %","67.94%","-61.44%","-77.33%","222.69%","147.61%","53.67%","136.70%","141.09%","123.44%","165.67%","144.78%","100.00%",""
"Tax","-149,800","-121,200","-100,200","-193,700","-151,300","-129,800","-152,400","-147,900","-101,500","-99,100","-101,300","-83,200","2.09%"
"YoY %","-23.60%","-20.96%","48.27%","-28.02%","-16.56%","14.83%","-3.04%","-45.71%","-2.42%","2.17%","-21.75%","-",""
"Horiz. %","180.05%","145.67%","120.43%","232.81%","181.85%","156.01%","183.17%","177.76%","122.00%","119.11%","121.75%","100.00%",""
"NP","191,000","-429,400","-488,100","923,300","589,100","139,400","533,300","559,800","517,700","731,900","624,900","418,400","-"
"YoY %","144.48%","12.03%","-152.86%","56.73%","322.60%","-73.86%","-4.73%","8.13%","-29.27%","17.12%","49.35%","-",""
"Horiz. %","45.65%","-102.63%","-116.66%","220.67%","140.80%","33.32%","127.46%","133.80%","123.73%","174.93%","149.35%","100.00%",""
"NP to SH","3,800","-445,800","-469,200","462,000","369,000","13,200","408,200","478,800","416,700","610,600","537,500","341,600","-"
"YoY %","100.85%","4.99%","-201.56%","25.20%","2,695.45%","-96.77%","-14.75%","14.90%","-31.76%","13.60%","57.35%","-",""
"Horiz. %","1.11%","-130.50%","-137.35%","135.25%","108.02%","3.86%","119.50%","140.16%","121.98%","178.75%","157.35%","100.00%",""
"Tax Rate","43.96    %","-     %","-     %","17.34    %","20.43    %","48.22    %","22.23    %","20.90    %","16.39    %","11.93    %","13.95    %","16.59    %","-"
"YoY %","0.00%","0.00%","0.00%","-15.12%","-57.63%","116.91%","6.36%","27.52%","37.38%","-14.48%","-15.91%","-",""
"Horiz. %","264.98%","0.00%","0.00%","104.52%","123.15%","290.66%","134.00%","125.98%","98.79%","71.91%","84.09%","100.00%",""
"Total Cost","9,910,600","11,047,900","10,674,500","9,096,800","7,782,200","8,523,100","10,074,900","10,652,200","9,693,400","7,823,900","5,556,900","4,973,600","8.85%"
"YoY %","-10.29%","3.50%","17.34%","16.89%","-8.69%","-15.40%","-5.42%","9.89%","23.89%","40.80%","11.73%","-",""
"Horiz. %","199.26%","222.13%","214.62%","182.90%","156.47%","171.37%","202.57%","214.17%","194.90%","157.31%","111.73%","100.00%",""
"Net Worth","5,412,090","5,412,090","5,370,972","5,918,840","6,891,800","5,733,750","5,884,616","5,232,673","4,654,132","4,891,832","4,207,253","3,053,423","6.47%"
"YoY %","0.00%","0.77%","-9.26%","-14.12%","20.20%","-2.56%","12.46%","12.43%","-4.86%","16.27%","37.79%","-",""
"Horiz. %","177.25%","177.25%","175.90%","193.84%","225.71%","187.78%","192.72%","171.37%","152.42%","160.21%","137.79%","100.00%",""
"Div","-","30,405","101,339","222,970","354,725","206,250","268,892","310,237","336,131","403,343","364,628","199,926","-7.27%"
"YoY %","0.00%","-70.00%","-54.55%","-37.14%","71.99%","-23.30%","-13.33%","-7.70%","-16.66%","10.62%","82.38%","-",""
"Horiz. %","0.00%","15.21%","50.69%","111.53%","177.43%","103.16%","134.50%","155.18%","168.13%","201.75%","182.38%","100.00%",""
"Div Payout %","-     %","-     %","-     %","48.26    %","96.13    %","1,562.50    %","65.87    %","64.79    %","80.67    %","66.06    %","67.84    %","58.53    %","-"
"YoY %","0.00%","0.00%","0.00%","-49.80%","-93.85%","2,272.10%","1.67%","-19.69%","22.12%","-2.62%","15.91%","-",""
"Horiz. %","0.00%","0.00%","0.00%","82.45%","164.24%","2,669.57%","112.54%","110.70%","137.83%","112.87%","115.91%","100.00%",""
"Net Worth","5,412,090","5,412,090","5,370,972","5,918,840","6,891,800","5,733,750","5,884,616","5,232,673","4,654,132","4,891,832","4,207,253","3,053,423","6.47%"
"YoY %","0.00%","0.77%","-9.26%","-14.12%","20.20%","-2.56%","12.46%","12.43%","-4.86%","16.27%","37.79%","-",""
"Horiz. %","177.25%","177.25%","175.90%","193.84%","225.71%","187.78%","192.72%","171.37%","152.42%","160.21%","137.79%","100.00%",""
"NOSH","2,027,000","2,027,000","2,026,781","2,027,000","2,027,000","1,031,250","1,034,203","1,034,288","1,034,251","1,034,214","934,945","727,005","12.06%"
"YoY %","0.00%","0.01%","-0.01%","0.00%","96.56%","-0.29%","-0.01%","0.00%","0.00%","10.62%","28.60%","-",""
"Horiz. %","278.81%","278.81%","278.78%","278.81%","278.81%","141.85%","142.26%","142.27%","142.26%","142.26%","128.60%","100.00%",""
"NP Margin","1.89    %","-4.04    %","-4.79    %","9.21    %","7.04    %","1.61    %","5.03    %","4.99    %","5.07    %","8.55    %","10.11    %","7.76    %","-"
"YoY %","146.78%","15.66%","-152.01%","30.82%","337.27%","-67.99%","0.80%","-1.58%","-40.70%","-15.43%","30.28%","-",""
"Horiz. %","24.36%","-52.06%","-61.73%","118.69%","90.72%","20.75%","64.82%","64.30%","65.34%","110.18%","130.28%","100.00%",""
"ROE","0.07    %","-8.24    %","-8.74    %","7.81    %","5.35    %","0.23    %","6.94    %","9.15    %","8.95    %","12.48    %","12.78    %","11.19    %","-"
"YoY %","100.85%","5.72%","-211.91%","45.98%","2,226.09%","-96.69%","-24.15%","2.23%","-28.29%","-2.35%","14.21%","-",""
"Horiz. %","0.63%","-73.64%","-78.11%","69.79%","47.81%","2.06%","62.02%","81.77%","79.98%","111.53%","114.21%","100.00%",""
"RPS","498.35","523.85","502.59","494.33","412.99","840.00","1,025.74","1,084.20","987.29","827.28","661.19","741.67","-4.23%"
"YoY %","-4.87%","4.23%","1.67%","19.70%","-50.83%","-18.11%","-5.39%","9.82%","19.34%","25.12%","-10.85%","-",""
"Horiz. %","67.19%","70.63%","67.76%","66.65%","55.68%","113.26%","138.30%","146.18%","133.12%","111.54%","89.15%","100.00%",""
"EPS","0.18","-21.99","-23.15","22.79","20.03","1.28","39.47","46.30","40.29","59.04","57.49","46.99","-"
"YoY %","100.82%","5.01%","-201.58%","13.78%","1,464.84%","-96.76%","-14.75%","14.92%","-31.76%","2.70%","22.35%","-",""
"Horiz. %","0.38%","-46.80%","-49.27%","48.50%","42.63%","2.72%","84.00%","98.53%","85.74%","125.64%","122.35%","100.00%",""
"DPS","0.00","1.50","5.00","11.00","17.50","20.00","26.00","30.00","32.50","39.00","39.00","27.50","-17.25%"
"YoY %","0.00%","-70.00%","-54.55%","-37.14%","-12.50%","-23.08%","-13.33%","-7.69%","-16.67%","0.00%","41.82%","-",""
"Horiz. %","0.00%","5.45%","18.18%","40.00%","63.64%","72.73%","94.55%","109.09%","118.18%","141.82%","141.82%","100.00%",""
"NAPS","2.6700","2.6700","2.6500","2.9200","3.4000","5.5600","5.6900","5.0600","4.5000","4.7300","4.5000","4.2000","-4.99%"
