Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","333,778","333,778","333,778","328,557","324,358","283,458","283,962","241,004","220,284","222,161","220,756","175,219","7.42%"
"YoY %","0.00%","0.00%","1.59%","1.29%","14.43%","-0.18%","17.82%","9.41%","-0.84%","0.64%","25.99%","-",""
"Horiz. %","190.49%","190.49%","190.49%","187.51%","185.12%","161.77%","162.06%","137.54%","125.72%","126.79%","125.99%","100.00%",""
"PBT","25,062","25,062","25,062","15,510","22,869","27,423","13,478","13,550","12,972","17,459","22,117","19,486","2.83%"
"YoY %","0.00%","0.00%","61.59%","-32.18%","-16.61%","103.46%","-0.53%","4.46%","-25.70%","-21.06%","13.50%","-",""
"Horiz. %","128.62%","128.62%","128.62%","79.60%","117.36%","140.73%","69.17%","69.54%","66.57%","89.60%","113.50%","100.00%",""
"Tax","-3,976","-3,976","-3,976","-2,682","-5,002","-5,344","-3,371","-3,449","-3,307","-1,930","-4,985","-3,872","0.29%"
"YoY %","0.00%","0.00%","-48.25%","46.38%","6.40%","-58.53%","2.26%","-4.29%","-71.35%","61.28%","-28.74%","-",""
"Horiz. %","102.69%","102.69%","102.69%","69.27%","129.18%","138.02%","87.06%","89.08%","85.41%","49.85%","128.74%","100.00%",""
"NP","21,086","21,086","21,086","12,828","17,867","22,079","10,107","10,101","9,665","15,529","17,132","15,614","3.39%"
"YoY %","0.00%","0.00%","64.37%","-28.20%","-19.08%","118.45%","0.06%","4.51%","-37.76%","-9.36%","9.72%","-",""
"Horiz. %","135.05%","135.05%","135.05%","82.16%","114.43%","141.41%","64.73%","64.69%","61.90%","99.46%","109.72%","100.00%",""
"NP to SH","21,086","21,086","21,086","12,828","17,867","22,079","10,107","10,096","9,665","15,529","17,132","15,614","3.39%"
"YoY %","0.00%","0.00%","64.37%","-28.20%","-19.08%","118.45%","0.11%","4.46%","-37.76%","-9.36%","9.72%","-",""
"Horiz. %","135.05%","135.05%","135.05%","82.16%","114.43%","141.41%","64.73%","64.66%","61.90%","99.46%","109.72%","100.00%",""
"Tax Rate","15.86    %","15.86    %","15.86    %","17.29    %","21.87    %","19.49    %","25.01    %","25.45    %","25.49    %","11.05    %","22.54    %","19.87    %","-2.47%"
"YoY %","0.00%","0.00%","-8.27%","-20.94%","12.21%","-22.07%","-1.73%","-0.16%","130.68%","-50.98%","13.44%","-",""
"Horiz. %","79.82%","79.82%","79.82%","87.02%","110.07%","98.09%","125.87%","128.08%","128.28%","55.61%","113.44%","100.00%",""
"Total Cost","312,692","312,692","312,692","315,729","306,491","261,379","273,855","230,903","210,619","206,632","203,624","159,605","7.75%"
"YoY %","0.00%","0.00%","-0.96%","3.01%","17.26%","-4.56%","18.60%","9.63%","1.93%","1.48%","27.58%","-",""
"Horiz. %","195.92%","195.92%","195.92%","197.82%","192.03%","163.77%","171.58%","144.67%","131.96%","129.46%","127.58%","100.00%",""
"Net Worth","180,180","180,180","180,180","167,042","165,157","164,656","154,642","152,969","151,400","147,723","144,083","131,551","3.55%"
"YoY %","0.00%","0.00%","7.87%","1.14%","0.30%","6.48%","1.09%","1.04%","2.49%","2.53%","9.53%","-",""
"Horiz. %","136.97%","136.97%","136.97%","126.98%","125.55%","125.17%","117.55%","116.28%","115.09%","112.29%","109.53%","100.00%",""
"Div","11,261","11,261","11,261","7,507","15,014","14,968","11,045","8,998","7,209","7,206","7,204","5,406","8.49%"
"YoY %","0.00%","0.00%","50.00%","-50.00%","0.30%","35.51%","22.76%","24.81%","0.05%","0.03%","33.26%","-",""
"Horiz. %","208.30%","208.30%","208.30%","138.87%","277.72%","276.88%","204.32%","166.44%","133.36%","133.29%","133.26%","100.00%",""
"Div Payout %","53.41    %","53.41    %","53.41    %","58.52    %","84.03    %","67.80    %","109.29    %","89.13    %","74.59    %","46.40    %","42.05    %","34.62    %","4.93%"
