Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"13/09/2019","1.64","1.60","-0.04 (2.44%)","HOLD","KENANGA"
"13/09/2019","1.64","2.17","+0.53 (32.32%)","BUY","HLG"
"13/09/2019","1.64","1.98","+0.34 (20.73%)","BUY","AmInvest"
"11/09/2019","1.63","2.17","+0.54 (33.13%)","BUY","HLG"
"28/08/2019","1.59","1.55","-0.04 (2.52%)","HOLD","MIDF"
"28/08/2019","1.59","1.60","+0.01 (0.63%)","HOLD","KENANGA"
"28/08/2019","1.57","2.17","+0.60 (38.22%)","BUY","HLG"
"28/08/2019","1.57","2.00","+0.43 (27.39%)","BUY","AmInvest"
"28/08/2019","1.59","2.05","+0.46 (28.93%)","BUY","AffinHwang"
"16/07/2019","1.68","1.95","+0.27 (16.07%)","BUY","AmInvest"

