Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"12/07/2019","1.23","1.35","+0.12 (9.76%)","BUY","JF APEX"
"03/07/2019","1.16","1.16","0.00 (0.00%)","HOLD","AmInvest"
"26/06/2019","1.14","1.26","+0.12 (10.53%)","BUY","PUBLIC BANK"
"26/06/2019","1.14","1.30","+0.16 (14.04%)","BUY","MAYBANK"
"26/06/2019","1.14","1.25","+0.11 (9.65%)","BUY","MalaccaSecurities"
"26/06/2019","1.14","1.27","+0.13 (11.40%)","BUY","JF APEX"
"26/06/2019","1.14","1.16","+0.02 (1.75%)","HOLD","AmInvest"
"04/04/2019","1.08","1.16","+0.08 (7.41%)","HOLD","AmInvest"
"27/03/2019","1.03","1.10","+0.07 (6.80%)","TRADING BUY","PUBLIC BANK"
"27/03/2019","1.03","1.20","+0.17 (16.50%)","BUY","MalaccaSecurities"

