Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,CAGR
"Revenue","320,202","320,202","320,202","305,735","307,874","258,004","272,307","259,928","240,068","188,780","167,913","91,738","14.89%"
"YoY %","0.00%","0.00%","4.73%","-0.69%","19.33%","-5.25%","4.76%","8.27%","27.17%","12.43%","83.04%","-",""
"Horiz. %","349.04%","349.04%","349.04%","333.27%","335.60%","281.24%","296.83%","283.34%","261.69%","205.78%","183.04%","100.00%",""
"PBT","76,732","76,732","76,732","78,587","84,037","64,500","78,508","78,283","67,933","51,899","50,506","20,446","15.82%"
"YoY %","0.00%","0.00%","-2.36%","-6.49%","30.29%","-17.84%","0.29%","15.24%","30.89%","2.76%","147.02%","-",""
"Horiz. %","375.29%","375.29%","375.29%","384.36%","411.02%","315.47%","383.98%","382.88%","332.26%","253.83%","247.02%","100.00%",""
"Tax","-9,020","-9,020","-9,020","-7,265","-4,952","-2,623","-2,173","40,527","22,288","-13,122","-11,981","-6,192","4.27%"
"YoY %","0.00%","0.00%","-24.16%","-46.71%","-88.79%","-20.71%","-105.36%","81.83%","269.85%","-9.52%","-93.49%","-",""
"Horiz. %","145.67%","145.67%","145.67%","117.33%","79.97%","42.36%","35.09%","-654.51%","-359.95%","211.92%","193.49%","100.00%",""
"NP","67,712","67,712","67,712","71,322","79,085","61,877","76,335","118,810","90,221","38,777","38,525","14,254","18.89%"
"YoY %","0.00%","0.00%","-5.06%","-9.82%","27.81%","-18.94%","-35.75%","31.69%","132.67%","0.65%","170.28%","-",""
"Horiz. %","475.04%","475.04%","475.04%","500.36%","554.83%","434.10%","535.53%","833.52%","632.95%","272.04%","270.28%","100.00%",""
"NP to SH","67,712","67,712","67,712","71,322","79,085","61,877","76,335","118,810","90,221","38,777","38,525","14,254","18.89%"
"YoY %","0.00%","0.00%","-5.06%","-9.82%","27.81%","-18.94%","-35.75%","31.69%","132.67%","0.65%","170.28%","-",""
"Horiz. %","475.04%","475.04%","475.04%","500.36%","554.83%","434.10%","535.53%","833.52%","632.95%","272.04%","270.28%","100.00%",""
"Tax Rate","11.76    %","11.76    %","11.76    %","9.24    %","5.89    %","4.07    %","2.77    %","-51.77    %","-32.81    %","25.28    %","23.72    %","30.28    %","-9.97%"
"YoY %","0.00%","0.00%","27.27%","56.88%","44.72%","46.93%","105.35%","-57.79%","-229.79%","6.58%","-21.66%","-",""
"Horiz. %","38.84%","38.84%","38.84%","30.52%","19.45%","13.44%","9.15%","-170.97%","-108.36%","83.49%","78.34%","100.00%",""
"Total Cost","252,490","252,490","252,490","234,413","228,789","196,127","195,972","141,118","149,847","150,003","129,388","77,484","14.02%"
"YoY %","0.00%","0.00%","7.71%","2.46%","16.65%","0.08%","38.87%","-5.83%","-0.10%","15.93%","66.99%","-",""
"Horiz. %","325.86%","325.86%","325.86%","302.53%","295.27%","253.12%","252.92%","182.13%","193.39%","193.59%","166.99%","100.00%",""
"Net Worth","798,646","798,646","798,646","764,867","750,390","699,856","652,991","599,641","477,322","394,133","340,617","308,836","11.13%"
"YoY %","0.00%","0.00%","4.42%","1.93%","7.22%","7.18%","8.90%","25.63%","21.11%","15.71%","10.29%","-",""
"Horiz. %","258.60%","258.60%","258.60%","247.66%","242.97%","226.61%","211.44%","194.16%","154.55%","127.62%","110.29%","100.00%",""
"Div","53,082","53,082","53,082","45,843","45,843","28,959","20,481","35,692","-","-","-","-","-"
"YoY %","0.00%","0.00%","15.79%","0.00%","58.30%","41.40%","-42.62%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","148.72%","148.72%","148.72%","128.44%","128.44%","81.14%","57.38%","100.00%","-","-","-","-",""
"Div Payout %","78.39    %","78.39    %","78.39    %","64.28    %","57.97    %","46.80    %","26.83    %","30.04    %","-     %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","21.95%","10.88%","23.87%","74.43%","-10.69%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","260.95%","260.95%","260.95%","213.98%","192.98%","155.79%","89.31%","100.00%","-","-","-","-",""
"Net Worth","798,646","798,646","798,646","764,867","750,390","699,856","652,991","599,641","477,322","394,133","340,617","308,836","11.13%"
"YoY %","0.00%","0.00%","4.42%","1.93%","7.22%","7.18%","8.90%","25.63%","21.11%","15.71%","10.29%","-",""
"Horiz. %","258.60%","258.60%","258.60%","247.66%","242.97%","226.61%","211.44%","194.16%","154.55%","127.62%","110.29%","100.00%",""
"NOSH","241,283","241,283","241,283","241,283","241,283","241,329","240,956","237,953","235,134","234,603","234,908","237,566","0.17%"
"YoY %","0.00%","0.00%","0.00%","0.00%","-0.02%","0.16%","1.26%","1.20%","0.23%","-0.13%","-1.12%","-",""
