Column1,AQR,T4Q,31/03/19,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,CAGR
"Revenue","116,540","117,124","116,583","114,099","111,539","99,794","106,889","112,793","109,784","97,980","88,539","98,188","1.93%"
"YoY %","-0.50%","0.46%","2.18%","2.30%","11.77%","-6.64%","-5.23%","2.74%","12.05%","10.66%","-9.83%","-",""
"Horiz. %","118.69%","119.29%","118.73%","116.20%","113.60%","101.64%","108.86%","114.87%","111.81%","99.79%","90.17%","100.00%",""
"PBT","26,580","21,970","22,293","11,330","22,239","68,372","38,340","63,068","51,797","52,192","45,362","54,057","-9.37%"
"YoY %","20.98%","-1.45%","96.76%","-49.05%","-67.47%","78.33%","-39.21%","21.76%","-0.76%","15.06%","-16.08%","-",""
"Horiz. %","49.17%","40.64%","41.24%","20.96%","41.14%","126.48%","70.93%","116.67%","95.82%","96.55%","83.92%","100.00%",""
"Tax","0","0","0","0","0","0","0","0","0","0","0","0","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NP","26,580","21,970","22,293","11,330","22,239","68,372","38,340","63,068","51,797","52,192","45,362","54,057","-9.37%"
"YoY %","20.98%","-1.45%","96.76%","-49.05%","-67.47%","78.33%","-39.21%","21.76%","-0.76%","15.06%","-16.08%","-",""
"Horiz. %","49.17%","40.64%","41.24%","20.96%","41.14%","126.48%","70.93%","116.67%","95.82%","96.55%","83.92%","100.00%",""
"NP to SH","26,580","21,970","22,293","11,330","22,239","68,372","38,340","63,068","51,797","52,192","45,362","54,057","-9.37%"
"YoY %","20.98%","-1.45%","96.76%","-49.05%","-67.47%","78.33%","-39.21%","21.76%","-0.76%","15.06%","-16.08%","-",""
"Horiz. %","49.17%","40.64%","41.24%","20.96%","41.14%","126.48%","70.93%","116.67%","95.82%","96.55%","83.92%","100.00%",""
"Tax Rate","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Total Cost","89,960","95,154","94,290","102,769","89,300","31,422","68,549","49,725","57,987","45,788","43,177","44,131","8.80%"
"YoY %","-5.46%","0.92%","-8.25%","15.08%","184.20%","-54.16%","37.86%","-14.25%","26.64%","6.05%","-2.16%","-",""
"Horiz. %","203.85%","215.62%","213.66%","232.87%","202.35%","71.20%","155.33%","112.68%","131.40%","103.75%","97.84%","100.00%",""
"Net Worth","836,586","836,586","844,548","849,353","867,200","879,280","841,597","849,668","836,929","617,555","606,185","580,469","4.25%"
