Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,CAGR
"Revenue","2,272,914","2,272,914","2,272,914","2,602,701","2,175,392","1,305,383","399,278","92,257","39,373","40,842","43,800","516,401","17.89%"
"YoY %","0.00%","0.00%","-12.67%","19.64%","66.65%","226.94%","332.79%","134.32%","-3.60%","-6.75%","-91.52%","-",""
"Horiz. %","440.15%","440.15%","440.15%","504.01%","421.26%","252.78%","77.32%","17.87%","7.62%","7.91%","8.48%","100.00%",""
"PBT","33,292","33,290","33,292","45,300","50,845","52,319","17,151","-1,376","71","691,659","5,441","48,440","-4.08%"
"YoY %","0.01%","-0.01%","-26.51%","-10.91%","-2.82%","205.05%","1,346.44%","-2,038.03%","-99.99%","12,611.98%","-88.77%","-",""
"Horiz. %","68.73%","68.72%","68.73%","93.52%","104.96%","108.01%","35.41%","-2.84%","0.15%","1,427.87%","11.23%","100.00%",""
"Tax","-6,220","-6,221","-6,220","-265","-12,272","-13,971","-4,058","-909","-604","-33,021","34,599","-9,991","-5.13%"
"YoY %","0.02%","-0.02%","-2,247.17%","97.84%","12.16%","-244.28%","-346.42%","-50.50%","98.17%","-195.44%","446.30%","-",""
"Horiz. %","62.26%","62.27%","62.26%","2.65%","122.83%","139.84%","40.62%","9.10%","6.05%","330.51%","-346.30%","100.00%",""
"NP","27,072","27,069","27,072","45,035","38,573","38,348","13,093","-2,285","-533","658,638","40,040","38,449","-3.82%"
"YoY %","0.01%","-0.01%","-39.89%","16.75%","0.59%","192.89%","673.00%","-328.71%","-100.08%","1,544.95%","4.14%","-",""
"Horiz. %","70.41%","70.40%","70.41%","117.13%","100.32%","99.74%","34.05%","-5.94%","-1.39%","1,713.02%","104.14%","100.00%",""
"NP to SH","19,035","19,032","19,035","31,108","27,062","26,610","12,250","-2,562","-529","658,651","40,094","38,528","-7.53%"
"YoY %","0.02%","-0.02%","-38.81%","14.95%","1.70%","117.22%","578.14%","-384.31%","-100.08%","1,542.77%","4.06%","-",""
"Horiz. %","49.41%","49.40%","49.41%","80.74%","70.24%","69.07%","31.80%","-6.65%","-1.37%","1,709.54%","104.06%","100.00%",""
"Tax Rate","18.68    %","18.69    %","18.68    %","0.58    %","24.14    %","26.70    %","23.66    %","-     %","850.70    %","4.77    %","-635.89    %","20.63    %","-1.10%"
"YoY %","-0.05%","0.05%","3,120.69%","-97.60%","-9.59%","12.85%","0.00%","0.00%","17,734.38%","100.75%","-3,182.36%","-",""
"Horiz. %","90.55%","90.60%","90.55%","2.81%","117.01%","129.42%","114.69%","0.00%","4,123.61%","23.12%","-3,082.36%","100.00%",""
"Total Cost","2,245,842","2,245,845","2,245,842","2,557,666","2,136,819","1,267,035","386,185","94,542","39,906","-617,796","3,760","477,952","18.75%"
"YoY %","-0.00%","0.00%","-12.19%","19.70%","68.65%","228.09%","308.48%","136.91%","106.46%","-16,530.74%","-99.21%","-",""
"Horiz. %","469.89%","469.89%","469.89%","535.13%","447.08%","265.10%","80.80%","19.78%","8.35%","-129.26%","0.79%","100.00%",""
"Net Worth","210,599","210,599","210,599","210,599","192,780","173,340","147,420","120,770","115,020","116,439","188,891","161,898","2.96%"
"YoY %","0.00%","0.00%","0.00%","9.24%","11.21%","17.58%","22.07%","5.00%","-1.22%","-38.36%","16.67%","-",""
"Horiz. %","130.08%","130.08%","130.08%","130.08%","119.07%","107.07%","91.06%","74.60%","71.04%","71.92%","116.67%","100.00%",""
"Div","12,960","12,960","12,960","16,200","12,960","8,100","-","-","-","653,198","17,042","15,621","-2.05%"
"YoY %","0.00%","0.00%","-20.00%","25.00%","60.00%","0.00%","0.00%","0.00%","0.00%","3,732.68%","9.10%","-",""
"Horiz. %","82.96%","82.96%","82.96%","103.70%","82.96%","51.85%","0.00%","0.00%","0.00%","4,181.32%","109.10%","100.00%",""
"Div Payout %","68.09    %","68.10    %","68.09    %","52.08    %","47.89    %","30.44    %","-     %","-     %","-     %","99.17    %","42.51    %","40.55    %","5.92%"
"YoY %","-0.01%","0.01%","30.74%","8.75%","57.33%","0.00%","0.00%","0.00%","0.00%","133.29%","4.83%","-",""
"Horiz. %","167.92%","167.94%","167.92%","128.43%","118.10%","75.07%","0.00%","0.00%","0.00%","244.56%","104.83%","100.00%",""
"Net Worth","210,599","210,599","210,599","210,599","192,780","173,340","147,420","120,770","115,020","116,439","188,891","161,898","2.96%"
"YoY %","0.00%","0.00%","0.00%","9.24%","11.21%","17.58%","22.07%","5.00%","-1.22%","-38.36%","16.67%","-",""
"Horiz. %","130.08%","130.08%","130.08%","130.08%","119.07%","107.07%","91.06%","74.60%","71.04%","71.92%","116.67%","100.00%",""
"NOSH","162,000","162,000","162,000","162,000","162,000","162,000","162,000","145,507","142,000","142,000","142,023","142,016","1.47%"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","11.33%","2.47%","0.00%","-0.02%","0.01%","-",""
"Horiz. %","114.07%","114.07%","114.07%","114.07%","114.07%","114.07%","114.07%","102.46%","99.99%","99.99%","100.01%","100.00%",""
"NP Margin","1.19    %","1.19    %","1.19    %","1.73    %","1.77    %","2.94    %","3.28    %","-2.48    %","-1.35    %","1,612.65    %","91.42    %","7.45    %","-18.43%"
"YoY %","0.00%","0.00%","-31.21%","-2.26%","-39.80%","-10.37%","232.26%","-83.70%","-100.08%","1,664.00%","1,127.11%","-",""
"Horiz. %","15.97%","15.97%","15.97%","23.22%","23.76%","39.46%","44.03%","-33.29%","-18.12%","21,646.31%","1,227.11%","100.00%",""
"ROE","9.04    %","9.04    %","9.04    %","14.77    %","14.04    %","15.35    %","8.31    %","-2.12    %","-0.46    %","565.66    %","21.23    %","23.80    %","-10.19%"
"YoY %","0.00%","0.00%","-38.79%","5.20%","-8.53%","84.72%","491.98%","-360.87%","-100.08%","2,564.44%","-10.80%","-",""
