Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"23/08/2019","0.185","0.14","-0.045 (24.32%)","SELL","PUBLIC BANK"
"23/08/2019","0.185","0.19","+0.005 (2.70%)","HOLD","MIDF"
"23/08/2019","0.185","0.14","-0.045 (24.32%)","SELL","AffinHwang"
"24/07/2019","0.225","0.21","-0.015 (6.67%)","HOLD","PUBLIC BANK"
"24/07/2019","0.225","0.22","-0.005 (2.22%)","HOLD","MIDF"
"04/07/2019","0.24","0.21","-0.03 (12.50%)","HOLD","PUBLIC BANK"
"17/05/2019","0.23","0.21","-0.02 (8.70%)","HOLD","PUBLIC BANK"
"17/05/2019","0.23","0.22","-0.01 (4.35%)","HOLD","MIDF"
"17/05/2019","0.23","0.17","-0.06 (26.09%)","SELL","AffinHwang"
"30/04/2019","0.235","0.23","-0.005 (2.13%)","HOLD","PUBLIC BANK"

