Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"30/08/2019","0.77","0.25","-0.52 (67.53%)","SELL","AmInvest"
"29/08/2019","0.76","0.79","+0.03 (3.95%)","HOLD","MalaccaSecurities"
"29/08/2019","0.76","0.24","-0.52 (68.42%)","SELL","AmInvest"
"22/07/2019","0.82","1.11","+0.29 (35.37%)","BUY","Rakuten"
"25/06/2019","0.73","0.22","-0.51 (69.86%)","SELL","AmInvest"
"30/05/2019","0.64","0.53","-0.11 (17.19%)","SELL","MalaccaSecurities"
"28/05/2019","0.605","0.20","-0.405 (66.94%)","SELL","BIMB"
"28/05/2019","0.61","0.22","-0.39 (63.93%)","SELL","AmInvest"
"01/04/2019","0.51","0.68","+0.17 (33.33%)","BUY","Rakuten"
"21/03/2019","0.48","0.22","-0.26 (54.17%)","SELL","AmInvest"

