Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","95,234","95,192","93,892","19,777","22,619","24,555","38,497","63,430","148,824","250,171","315,736","273,385","-11.19%"
"YoY %","0.04%","1.38%","374.75%","-12.56%","-7.88%","-36.22%","-39.31%","-57.38%","-40.51%","-20.77%","15.49%","-",""
"Horiz. %","34.84%","34.82%","34.34%","7.23%","8.27%","8.98%","14.08%","23.20%","54.44%","91.51%","115.49%","100.00%",""
"PBT","-18,744","-16,683","-17,713","-28,856","-28,407","-20,098","-43,850","-162,940","-35,447","42,946","117,999","112,289","-"
"YoY %","-12.35%","5.81%","38.62%","-1.58%","-41.34%","54.17%","73.09%","-359.67%","-182.54%","-63.60%","5.09%","-",""
"Horiz. %","-16.69%","-14.86%","-15.77%","-25.70%","-25.30%","-17.90%","-39.05%","-145.11%","-31.57%","38.25%","105.09%","100.00%",""
"Tax","3,228","2,337","545","-2","-19","-1,871","-1,849","-24","7,255","-4,802","-15,856","-14,907","-"
"YoY %","38.13%","328.81%","27,350.00%","89.47%","98.98%","-1.19%","-7,604.17%","-100.33%","251.08%","69.71%","-6.37%","-",""
"Horiz. %","-21.65%","-15.68%","-3.66%","0.01%","0.13%","12.55%","12.40%","0.16%","-48.67%","32.21%","106.37%","100.00%",""
"NP","-15,516","-14,346","-17,168","-28,858","-28,426","-21,969","-45,699","-162,964","-28,192","38,144","102,143","97,382","-"
"YoY %","-8.16%","16.44%","40.51%","-1.52%","-29.39%","51.93%","71.96%","-478.05%","-173.91%","-62.66%","4.89%","-",""
"Horiz. %","-15.93%","-14.73%","-17.63%","-29.63%","-29.19%","-22.56%","-46.93%","-167.35%","-28.95%","39.17%","104.89%","100.00%",""
"NP to SH","-15,516","-14,346","-17,168","-28,858","-28,426","-21,738","-43,433","-162,811","-28,188","45,300","102,143","97,382","-"
"YoY %","-8.16%","16.44%","40.51%","-1.52%","-30.77%","49.95%","73.32%","-477.59%","-162.23%","-55.65%","4.89%","-",""
"Horiz. %","-15.93%","-14.73%","-17.63%","-29.63%","-29.19%","-22.32%","-44.60%","-167.19%","-28.95%","46.52%","104.89%","100.00%",""
"Tax Rate","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","11.18    %","13.44    %","13.28    %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-16.82%","1.20%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","84.19%","101.20%","100.00%",""
"Total Cost","110,750","109,538","111,060","48,635","51,045","46,524","84,196","226,394","177,016","212,027","213,593","176,003","-4.98%"
"YoY %","1.11%","-1.37%","128.35%","-4.72%","9.72%","-44.74%","-62.81%","27.89%","-16.51%","-0.73%","21.36%","-",""
"Horiz. %","62.93%","62.24%","63.10%","27.63%","29.00%","26.43%","47.84%","128.63%","100.58%","120.47%","121.36%","100.00%",""
"Net Worth","223,183","223,183","235,582","75,215","116,583","142,914","207,587","254,164","423,722","516,234","393,095","-","-"
"YoY %","0.00%","-5.26%","213.21%","-35.48%","-18.42%","-31.15%","-18.33%","-40.02%","-17.92%","31.33%","0.00%","-",""
"Horiz. %","56.78%","56.78%","59.93%","19.13%","29.66%","36.36%","52.81%","64.66%","107.79%","131.33%","100.00%","-",""
"Div","-","0","-","-","-","-","-","-","60,226","22,861","21,666","-","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","163.44%","5.52%","0.00%","-",""
