Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"07/08/2019","2.14","1.38","-0.76 (35.51%)","SELL","MIDF"
"07/08/2019","2.14","2.05","-0.09 (4.21%)","HOLD","KENANGA"
"07/08/2019","2.14","1.72","-0.42 (19.63%)","SELL","HLG"
"07/08/2019","2.14","1.87","-0.27 (12.62%)","SELL","AmInvest"
"07/08/2019","2.14","1.77","-0.37 (17.29%)","SELL","AffinHwang"
"26/04/2019","2.58","2.00","-0.58 (22.48%)","SELL","MIDF"
"26/04/2019","2.58","2.15","-0.43 (16.67%)","SELL","KENANGA"
"26/04/2019","2.58","2.04","-0.54 (20.93%)","SELL","HLG"
"26/04/2019","2.58","1.90","-0.68 (26.36%)","SELL","AmInvest"

